,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,rangeInDay
0,0,2010-01-04,112.37000274658205,113.38999938964844,111.51000213623048,113.33000183105467,91.08741760253906,118944600,1.8799972534179545
1,1,2010-01-05,113.26000213623048,113.68000030517578,112.8499984741211,113.62999725341795,91.32855224609376,111579900,0.8300018310546875
2,2,2010-01-06,113.5199966430664,113.98999786376952,113.43000030517578,113.70999908447266,91.39283752441406,116074400,0.5599975585937358
3,3,2010-01-07,113.5,114.33000183105467,113.18000030517578,114.19000244140624,91.77867126464844,131091100,1.150001525878892
4,4,2010-01-08,113.88999938964844,114.62000274658205,113.66000366210938,114.56999969482422,92.08404541015624,126402800,0.9599990844726705
5,5,2010-01-11,115.08000183105467,115.12999725341795,114.23999786376952,114.7300033569336,92.21267700195312,106375700,0.8899993896484375
6,6,2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,91.3526611328125,163333500,0.9899978637695312
7,7,2010-01-13,113.9499969482422,114.94000244140624,113.37000274658205,114.62000274658205,92.12422943115234,161822000,1.5699996948241903
8,8,2010-01-14,114.48999786376952,115.13999938964844,114.41999816894533,114.93000030517578,92.37338256835938,115718800,0.7200012207031108
9,9,2010-01-15,114.7300033569336,114.83999633789062,113.1999969482422,113.63999938964844,91.33659362792967,212283100,1.6399993896484233
10,10,2010-01-19,113.62000274658205,115.12999725341795,113.58999633789062,115.05999755859376,92.47789001464844,139172700,1.5400009155273295
11,11,2010-01-20,114.27999877929688,114.4499969482422,112.9800033569336,113.88999938964844,91.53752136230467,216490200,1.469993591308608
12,12,2010-01-21,113.91999816894533,114.2699966430664,111.55999755859376,111.6999969482422,89.77734375,344859600,2.709999084472642
13,13,2010-01-22,111.1999969482422,111.73999786376952,109.08999633789062,109.20999908447266,87.77604675292969,345942400,2.650001525878892
14,14,2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,88.22611236572266,186937500,1.0
15,15,2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859376,87.85638427734375,211168800,1.4300003051757812
16,16,2010-01-27,109.16999816894533,110.08000183105467,108.33000183105467,109.83000183105467,88.27433776855469,271863600,1.75
17,17,2010-01-28,110.19000244140624,110.25,107.91000366210938,108.56999969482422,87.26165008544922,316104000,2.339996337890625
18,18,2010-01-29,109.04000091552734,109.8000030517578,107.22000122070312,107.38999938964844,86.313232421875,310677600,2.5800018310546733
19,19,2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859376,87.65546417236328,187865000,1.5699996948242188
20,20,2010-02-02,109.26000213623048,110.58999633789062,108.87999725341795,110.37999725341795,88.71639251708984,216327900,1.7099990844726705
21,21,2010-02-03,109.87999725341795,110.4800033569336,109.51000213623048,109.83000183105467,88.27433776855469,172730700,0.9700012207031108
22,22,2010-02-04,108.9800033569336,109.02999877929688,106.41999816894533,106.44000244140624,85.54967498779297,356715700,2.6100006103515483
23,23,2010-02-05,106.55999755859376,106.87999725341795,104.58000183105467,106.66000366210938,85.72653198242188,493585800,2.2999954223632812
24,24,2010-02-08,106.73999786376952,107.33000183105467,105.80999755859376,105.88999938964844,85.10763549804688,224166900,1.520004272460909
25,25,2010-02-09,107.12999725341795,108.1500015258789,106.2699966430664,107.22000122070312,86.17657470703125,337820500,1.8800048828125
26,26,2010-02-10,107.0500030517578,107.5999984741211,106.11000061035156,107.01000213623048,86.00782012939453,240511500,1.4899978637695312
27,27,2010-02-11,106.87000274658205,108.25,106.25,108.12999725341795,86.90800476074219,223591600,2.0
28,28,2010-02-12,106.98999786376952,108.0999984741211,106.51000213623048,108.04000091552734,86.83563995361328,304622100,1.5899963378906108
29,29,2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376952,88.20203399658203,159317500,2.029998779296875
30,30,2010-02-17,110.2699966430664,110.41000366210938,109.73999786376952,110.26000213623048,88.61995697021484,168845100,0.670005798339858
31,31,2010-02-18,110.08000183105467,111.13999938964844,110.04000091552734,110.91000366210938,89.14238739013672,193708600,1.0999984741210938
32,32,2010-02-19,110.62000274658205,111.56999969482422,110.36000061035156,111.13999938964844,89.32723999023438,222684900,1.2099990844726562
33,33,2010-02-22,111.5500030517578,111.58000183105467,110.83000183105467,111.16000366210938,89.34333038330078,132346900,0.75
34,34,2010-02-23,110.86000061035156,111.1999969482422,109.5199966430664,109.80999755859376,88.25826263427734,207497000,1.6800003051757955
35,35,2010-02-24,110.13999938964844,111.0,109.86000061035156,110.81999969482422,89.07003784179688,176350700,1.1399993896484375
36,36,2010-02-25,109.23999786376952,110.75,108.94000244140624,110.66999816894533,88.94950103759766,259634700,1.8099975585937642
37,37,2010-02-26,110.7699966430664,111.12000274658205,110.11000061035156,110.73999786376952,89.0057373046875,173589300,1.010002136230483
38,38,2010-03-01,111.1999969482422,112.0,111.16999816894533,111.88999938964844,89.9300537109375,147709700,0.8300018310546733
39,39,2010-03-02,112.37000274658205,112.73999786376952,112.0,112.1999969482422,90.17921447753906,160992400,0.739997863769517
40,40,2010-03-03,112.48999786376952,112.97000122070312,112.0199966430664,112.3000030517578,90.2595672607422,150785000,0.9500045776367188
41,41,2010-03-04,112.4499969482422,112.8000030517578,112.02999877929688,112.63999938964844,90.53286743164062,135770400,0.7700042724609233
42,42,2010-03-05,113.37000274658205,114.33999633789062,113.0999984741211,114.25,91.8268814086914,176118800,1.2399978637695312
43,43,2010-03-08,114.26000213623048,114.5199966430664,114.06999969482422,114.2699966430664,91.84293365478516,114631200,0.4499969482421875
44,44,2010-03-09,113.93000030517578,114.98999786376952,113.87000274658205,114.45999908447266,91.9956283569336,154556700,1.1199951171874716
45,45,2010-03-10,114.51000213623048,115.27999877929688,114.41000366210938,114.97000122070312,92.4055633544922,186088800,0.8699951171875
46,46,2010-03-11,114.6999969482422,115.4800033569336,114.3499984741211,115.4499969482422,92.79136657714844,160791100,1.1300048828125
47,47,2010-03-12,115.9499969482422,115.97000122070312,115.13999938964844,115.45999908447266,92.79937744140624,162074800,0.8300018310546875
48,48,2010-03-15,115.26000213623048,115.56999969482422,114.5999984741211,115.48999786376952,92.823486328125,146816800,0.970001220703125
49,49,2010-03-16,115.80999755859376,116.5199966430664,115.48999786376952,116.41000366210938,93.56295013427734,168673000,1.0299987792968892
50,50,2010-03-17,116.76000213623048,117.4800033569336,116.41999816894533,117.0999984741211,94.11751556396484,177468100,1.060005187988267
51,51,2010-03-18,117.11000061035156,117.2699966430664,116.56999969482422,117.04000091552734,94.06930541992188,196509100,0.6999969482421875
52,52,2010-03-19,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,93.59314727783205,226641100,1.7700042724609375
53,53,2010-03-22,115.30999755859376,116.8000030517578,115.23999786376952,116.58999633789062,94.093505859375,184477800,1.5600051879882812
54,54,2010-03-23,116.76000213623048,117.51000213623048,116.37999725341795,117.41000366210938,94.75527954101562,182941600,1.1300048828125284
55,55,2010-03-24,116.97000122070312,117.43000030517578,115.58000183105467,116.83999633789062,94.29525756835938,196072600,1.849998474121108
56,56,2010-03-25,117.62999725341795,118.16999816894533,116.51000213623048,116.6500015258789,94.14192962646484,223396300,1.6599960327148438
57,57,2010-03-26,116.87000274658205,117.41999816894533,116.12000274658205,116.58000183105467,94.08543395996094,205808500,1.2999954223632812
58,58,2010-03-29,117.16999816894533,117.52999877929688,116.69000244140624,117.31999969482422,94.68264770507812,134513500,0.8399963378906392
59,59,2010-03-30,117.45999908447266,117.83000183105467,116.91000366210938,117.4000015258789,94.74720764160156,145772500,0.9199981689452983
60,60,2010-03-31,116.9499969482422,117.5199966430664,116.61000061035156,117.0,94.42440032958984,161078700,0.9099960327148438
61,61,2010-04-01,117.8000030517578,118.25,117.0999984741211,117.8000030517578,95.07001495361328,161215200,1.1500015258789062
62,62,2010-04-05,118.25,118.83999633789062,117.91999816894533,118.76000213623048,95.84480285644533,105847600,0.9199981689452983
63,63,2010-04-06,118.41999816894533,119.25,118.29000091552734,119.04000091552734,96.07077026367188,110384200,0.9599990844726562
64,64,2010-04-07,118.8000030517578,119.36000061035156,117.80999755859376,118.36000061035156,95.52195739746094,184576300,1.5500030517577983
65,65,2010-04-08,117.9499969482422,118.97000122070312,117.5999984741211,118.7699966430664,95.85287475585938,158704000,1.3700027465820312
66,66,2010-04-09,119.0199966430664,119.5999984741211,118.8000030517578,119.5500030517578,96.48236083984376,133006500,0.7999954223632955
67,67,2010-04-12,119.6999969482422,120.0500030517578,119.55999755859376,119.73999786376952,96.6356964111328,110279000,0.4900054931640341
68,68,2010-04-13,119.62000274658205,120.04000091552734,119.0,119.83000183105467,96.70833587646484,125043600,1.0400009155273438
69,69,2010-04-14,120.2699966430664,121.19000244140624,120.08000183105467,121.19000244140624,97.80590057373048,161609000,1.1100006103515625
70,70,2010-04-15,120.98999786376952,121.56999969482422,120.9499969482422,121.29000091552734,97.8865966796875,144615300,0.620002746582017
71,71,2010-04-16,120.86000061035156,121.29000091552734,118.75,119.36000061035156,96.32902526855467,366786700,2.5400009155273438
72,72,2010-04-19,119.01000213623048,119.93000030517578,118.47000122070312,119.80999755859376,96.6921844482422,217947800,1.4599990844726562
73,73,2010-04-20,120.55999755859376,120.9800033569336,119.87000274658205,120.87999725341795,97.55570220947266,157708000,1.1100006103515483
74,74,2010-04-21,120.9499969482422,121.2300033569336,119.98999786376952,120.66000366210938,97.3781967163086,192910100,1.2400054931640767
75,75,2010-04-22,119.80999755859376,121.16999816894533,119.12000274658205,121.0199966430664,97.6687240600586,115360300,2.0499954223632812
76,76,2010-04-23,120.94000244140624,121.86000061035156,120.62999725341795,121.80999755859376,98.30626678466795,177335500,1.230003356933608
77,77,2010-04-26,121.8499984741211,122.12000274658205,121.2300033569336,121.3499984741211,97.9350128173828,143457300,0.8899993896484517
78,78,2010-04-27,120.6500015258789,121.33999633789062,118.25,118.4800033569336,95.61882781982422,355853300,3.089996337890625
79,79,2010-04-28,119.0500030517578,119.68000030517578,118.2699966430664,119.37999725341795,96.34516143798828,300674100,1.410003662109375
80,80,2010-04-29,120.0999984741211,121.11000061035156,120.06999969482422,120.86000061035156,97.53958892822266,193775000,1.0400009155273438
81,81,2010-04-30,120.87999725341795,121.01000213623048,118.77999877929688,118.80999755859376,95.88514709472656,270000900,2.230003356933608
82,82,2010-05-03,119.37999725341795,120.68000030517578,119.1999969482422,120.3499984741211,97.12799072265624,182747900,1.4800033569335795
83,83,2010-05-04,119.01000213623048,119.02999877929688,116.91999816894533,117.5199966430664,94.84407043457033,360353400,2.1100006103515483
84,84,2010-05-05,116.55999755859376,117.8000030517578,115.97000122070312,116.81999969482422,94.27910614013672,328973200,1.8300018310546733
85,85,2010-05-06,116.26000213623048,117.0,105.0,112.94000244140624,91.14778900146484,647356600,12.0
86,86,2010-05-07,112.63999938964844,113.7699966430664,109.41000366210938,111.26000213623048,89.79193878173828,637558800,4.359992980957031
87,87,2010-05-10,115.80999755859376,116.6500015258789,114.91000366210938,116.16000366210938,93.74647521972656,396159600,1.7399978637695312
88,88,2010-05-11,115.06999969482422,117.36000061035156,114.91000366210938,115.83000183105467,93.48014831542967,317849800,2.4499969482421875
89,89,2010-05-12,116.29000091552734,117.62000274658205,116.08999633789062,117.4499969482422,94.78754425048828,235607100,1.5300064086914205
90,90,2010-05-13,117.12999725341795,117.68000030517578,115.88999938964844,115.98999786376952,93.60929870605467,234452500,1.7900009155273438
91,91,2010-05-14,115.12000274658205,115.33000183105467,112.87000274658205,113.88999938964844,91.91448211669922,345601400,2.459999084472628
92,92,2010-05-17,114.1999969482422,114.5199966430664,111.7699966430664,113.9499969482422,91.962890625,325739800,2.75
93,93,2010-05-18,114.87999725341795,115.22000122070312,112.02999877929688,112.4000015258789,90.71197509765624,360556800,3.19000244140625
94,94,2010-05-19,111.7699966430664,112.7699966430664,110.36000061035156,111.76000213623048,90.19546508789062,394742700,2.4099960327148438
95,95,2010-05-20,109.37999725341795,109.88999938964844,107.47000122070312,107.54000091552734,86.78972625732422,530418300,2.4199981689453125
96,96,2010-05-21,105.91000366210938,109.37999725341795,105.36000061035156,109.11000061035156,88.05679321289062,500909400,4.019996643066392
97,97,2010-05-24,108.5199966430664,109.38999938964844,107.61000061035156,107.70999908447266,86.92691040039062,269823000,1.779998779296875
98,98,2010-05-25,105.11000061035156,107.87000274658205,104.37999725341795,107.81999969482422,87.01570892333984,396505200,3.490005493164091
99,99,2010-05-26,108.4800033569336,109.47000122070312,106.8499984741211,107.16999816894533,86.4911117553711,349719300,2.6200027465820312
100,100,2010-05-27,109.19000244140624,110.8000030517578,108.77999877929688,110.76000213623048,89.38842010498047,300870500,2.0200042724609233
101,101,2010-05-28,110.63999938964844,110.72000122070312,108.8499984741211,109.37000274658205,88.26663208007812,297933500,1.8700027465820312
102,102,2010-06-01,108.3499984741211,109.9499969482422,107.37000274658205,107.52999877929688,86.78164672851562,277909400,2.5799942016601562
103,103,2010-06-02,108.08000183105467,110.33999633789062,107.51000213623048,110.33000183105467,89.04138946533203,240243700,2.829994201660142
104,104,2010-06-03,110.6500015258789,111.05999755859376,109.58000183105467,110.70999908447266,89.3480453491211,226618300,1.479995727539091
105,105,2010-06-04,108.61000061035156,109.33000183105467,106.45999908447266,106.81999969482422,86.2086410522461,398475600,2.870002746582017
106,106,2010-06-07,107.1999969482422,107.61000061035156,105.41000366210938,105.48999786376952,85.13529205322266,264609100,2.1999969482421875
107,107,2010-06-08,105.56999969482422,106.83000183105467,104.6500015258789,106.62000274658205,86.04724884033203,357774300,2.180000305175767
108,108,2010-06-09,107.23999786376952,108.27999877929688,105.5999984741211,106.0500030517578,85.58724212646484,268023300,2.6800003051757812
109,109,2010-06-10,107.86000061035156,109.27999877929688,106.04000091552734,109.1500015258789,88.08907318115234,317890600,3.2399978637695312
110,110,2010-06-11,108.19000244140624,109.75,108.12000274658205,109.68000030517578,88.51683044433594,214128200,1.6299972534179545
111,111,2010-06-14,110.5199966430664,111.12000274658205,109.4000015258789,109.51000213623048,88.37963104248047,207196100,1.7200012207031392
112,112,2010-06-15,110.27999877929688,112.0999984741211,110.08999633789062,112.0,90.38914489746094,238268700,2.0100021362304688
