time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,SMA #1,SMA #2,SMA #3,SMA #4,SMA #5,SMA #6,SMA #7,SMA #8,SMA #9,SMA #10,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3
2023-12-14T12:30:00-05:00,4726.474056939842,4734.88,4720.92,4727.63,NaN,NaN,NaN,NaN,NaN,4718.568750000027,4647.718399999987,4586.767487499995,4596.583416666658,4586.767487499995,4576.626599999992,4562.69529166669,4514.968793750014,4449.359539999993,4425.821925000001,4726.501733663119,4730.884062813558,4722.11940451268,NaN,NaN,NaN,NaN
2023-12-14T13:00:00-05:00,4727.052028469921,4727.052028469921,4709.4,4715.2,NaN,NaN,NaN,NaN,NaN,4720.488000000027,4649.938249999987,4587.562512499995,4597.654183333324,4587.562512499995,4577.468589999992,4563.6931250000225,4515.995437500014,4450.318234999993,4426.453437500001,4725.420537130983,4730.798729095903,4720.042345166063,NaN,NaN,NaN,NaN
2023-12-14T13:30:00-05:00,4721.12601423496,4721.12601423496,4694.34,4704.56,NaN,NaN,NaN,NaN,NaN,4721.181500000026,4651.9964999999875,4588.296874999995,4598.687833333324,4588.296874999995,4578.263449999992,4564.652733333356,4516.980262500014,4451.2774399999935,4427.076433333334,4723.752134786222,4731.352917935817,4716.151351636628,NaN,NaN,NaN,NaN
2023-12-14T14:00:00-05:00,4712.843007117481,4713.6,4702.78,4708.0325,NaN,NaN,NaN,NaN,NaN,4721.271250000027,4654.053549999988,4589.054387499995,4599.737083333325,4589.054387499995,4579.059889999991,4565.62834166669,4517.970200000013,4452.237329999994,4427.700258333334,4722.590234531732,4731.0197036699665,4714.160765393497,NaN,NaN,NaN,NaN
2023-12-14T14:30:00-05:00,4710.437753558741,4716.62,4710.437753558741,4714.182499999999,NaN,NaN,NaN,NaN,NaN,4719.708750000027,4656.179649999987,4589.841187499995,4600.803149999991,4589.841187499995,4579.879329999992,4566.630100000023,4518.973025000014,4453.1989499999945,4428.3278875000005,4721.981166722278,4730.427954701483,4713.534378743074,NaN,NaN,NaN,NaN
2023-12-14T15:00:00-05:00,4712.31012677937,4718.44,4712.31012677937,4716.147499999999,NaN,NaN,NaN,NaN,NaN,4718.615750000028,4658.338399999988,4590.636212499994,4601.891449999991,4590.636212499994,4580.6952899999915,4567.64594166669,4519.979018750014,4454.157474999994,4428.980275000001,4721.536104273829,4729.787505130236,4713.284703417421,NaN,NaN,NaN,NaN
2023-12-14T15:30:00-05:00,4714.228813389685,4719.66,4712.45,4716.8225,NaN,NaN,NaN,1e+21,NaN,4717.854250000028,4660.557999999987,4591.439074999995,4602.996949999992,4591.439074999995,4581.502069999992,4568.441775000022,4520.9805062500145,4455.101984999995,4429.640233333334,4720.58504333898,4728.426454028605,4712.743632649354,NaN,NaN,NaN,NaN
2023-12-14T16:00:00-05:00,4715.525656694843,4719.73,4715.525656694843,4719.552500000001,NaN,NaN,NaN,NaN,NaN,4717.521500000027,4662.791949999988,4592.252287499994,4604.1272333333245,4592.252287499994,4582.313079999992,4569.20154166669,4521.984943750014,4456.043134999994,4430.294295833334,4720.266138663379,4727.571892905612,4712.960384421146,NaN,NaN,NaN,NaN
2023-12-15T09:30:00-05:00,4717.539078347421,4717.75,4707.31,4711.09,NaN,NaN,NaN,NaN,NaN,4716.330000000027,4664.8058999999885,4593.027387499995,4605.238349999991,4593.027387499995,4583.096059999991,4569.91129166669,4522.888356250014,4456.965214999995,4430.933791666668,4712.774283644317,4714.107839460278,4711.440727828355,NaN,NaN,NaN,NaN
2023-12-15T10:00:00-05:00,4714.314539173711,4722.01,4711.41,4717.145,NaN,NaN,NaN,NaN,NaN,4715.036250000027,4666.865749999988,4593.835237499995,4606.409783333325,4593.835237499995,4583.898129999991,4570.6317166666895,4523.793412500014,4457.904244999994,4431.582766666667,4713.948243420445,4716.174264851158,4711.722221989731,NaN,NaN,NaN,NaN
2023-12-15T10:30:00-05:00,4715.729769586856,4725.26,4715.729769586856,4721.8475,NaN,NaN,NaN,NaN,NaN,4714.458000000027,4668.941199999988,4594.660599999995,4607.608566666659,4594.660599999995,4584.728919999991,4571.37851666669,4524.725000000015,4458.906189999995,4432.244970833335,4715.611843445539,4719.298787537791,4711.924899353287,NaN,NaN,NaN,NaN
2023-12-15T11:00:00-05:00,4718.788634793427,4724.55,4717.47,4722.0975,NaN,1e+21,NaN,NaN,NaN,4715.147750000027,4671.002999999988,4595.475212499995,4608.809383333325,4595.475212499995,4585.561019999991,4572.148325000024,4525.653418750015,4459.934239999995,4432.901975000001,4716.611092371122,4720.683338335747,4712.538846406497,NaN,NaN,NaN,NaN
2023-12-15T11:30:00-05:00,4720.443067396714,4724.91,4718.52,4721.86,NaN,NaN,NaN,NaN,NaN,4716.877750000027,4673.0660499999885,4596.322774999994,4610.017166666658,4596.322774999994,4586.3718799999915,4572.912583333357,4526.568306250015,4460.956339999994,4433.5181,4717.229197938848,4721.396685137282,4713.061710740415,NaN,NaN,NaN,NaN
2023-12-15T12:00:00-05:00,4721.151533698357,4723.99,4718.19,4721.437499999999,NaN,NaN,1e+21,NaN,NaN,4718.218250000027,4675.138999999988,4597.168812499995,4611.193299999993,4597.168812499995,4587.154059999992,4573.665366666691,4527.462956250014,4461.963329999994,4434.115979166667,4717.608535413291,4721.71496942275,4713.502101403832,NaN,NaN,NaN,NaN
2023-12-15T12:30:00-05:00,4721.294516849178,4723.14,4713.07,4718.1225,NaN,NaN,NaN,NaN,NaN,4718.612250000027,4677.100199999988,4597.991837499994,4612.313066666658,4597.991837499994,4587.913009999991,4574.410908333357,4528.340637500014,4462.971484999995,4434.686220833334,4717.699263395658,4721.6740711608945,4713.724455630421,NaN,NaN,NaN,NaN
2023-12-15T13:00:00-05:00,4719.708508424589,4719.708508424589,4712.71,4715.42,NaN,NaN,NaN,NaN,NaN,4718.539500000028,4678.957649999988,4598.806424999994,4613.423299999992,4598.806424999994,4588.644749999991,4575.159033333357,4529.217737500014,4463.993544999994,4435.2466,4717.481805074405,4721.3648220673995,4713.598788081411,NaN,NaN,NaN,NaN
2023-12-15T13:30:00-05:00,4717.564254212295,4719.1,4704.86,4712.1675,NaN,NaN,NaN,NaN,NaN,4718.074000000028,4680.893449999988,4599.590687499994,4614.457599999992,4599.590687499994,4589.360149999992,4575.872258333357,4530.086956250014,4465.015514999994,4435.809583333335,4716.940820734594,4721.187837772131,4712.693803697057,NaN,NaN,NaN,NaN
2023-12-15T14:00:00-05:00,4714.865877106147,4714.865877106147,4704.69,4707.0025000000005,NaN,NaN,NaN,NaN,NaN,4716.819000000028,4682.631199999988,4600.346649999994,4615.382499999992,4600.346649999994,4590.050819999991,4576.546000000024,4530.939093750014,4466.040804999994,4436.3668875,4716.262821728696,4721.042229638235,4711.483413819156,NaN,NaN,NaN,NaN
2023-12-15T14:30:00-05:00,4710.934188553074,4712.69,4705.1,4708.137500000001,NaN,NaN,NaN,NaN,NaN,4716.523750000028,4684.286549999988,4601.1046624999935,4616.363716666659,4601.1046624999935,4590.7496199999905,4577.2384916666915,4531.785831250014,4467.081169999994,4436.9269583333335,4715.79993416044,4720.713649178282,4710.886219142598,NaN,NaN,NaN,NaN
2023-12-15T15:00:00-05:00,4709.535844276537,4715.35,4708.41,4711.865,NaN,NaN,NaN,NaN,NaN,4715.995750000028,4685.962199999988,4601.873874999994,4617.339649999993,4601.873874999994,4591.44476999999,4577.95861666669,4532.643568750013,4468.126669999994,4437.497058333334,4715.46290871306,4720.342507662069,4710.583309764051,NaN,NaN,NaN,NaN
2023-12-15T15:30:00-05:00,4710.700422138269,4725.53,4709.67,4716.049999999999,NaN,NaN,NaN,1e+21,NaN,4715.416000000028,4687.725799999988,4602.667674999993,4618.362533333326,4602.667674999993,4592.129939999991,4578.653358333358,4533.529337500014,4469.182939999995,4438.068841666668,4715.796469043666,4720.4952977750245,4711.097640312307,NaN,NaN,NaN,NaN
2023-12-15T16:00:00-05:00,4713.375211069134,4719.34,4713.375211069134,4718.665,NaN,NaN,NaN,NaN,NaN,4715.0727500000285,4689.5315999999875,4603.479874999994,4619.35366666666,4603.479874999994,4592.821539999991,4579.344000000024,4534.430337500014,4470.242519999994,4438.641395833335,4717.030175313482,4720.804172064017,4713.256178562947,NaN,NaN,NaN,NaN
2023-12-18T09:30:00-05:00,4716.020105534567,4734.84,4716.020105534567,4731.84,NaN,NaN,NaN,NaN,NaN,4716.070750000028,4691.573949999987,4604.376024999993,4620.35531666666,4604.376024999993,4593.552629999992,4580.06106666669,4535.345712500014,4471.326869999994,4439.237216666667,4730.4255234010925,4732.632043165826,4728.219003636359,NaN,NaN,NaN,NaN
2023-12-18T10:00:00-05:00,4723.930052767284,4739.28,4723.930052767284,4736.5725,NaN,NaN,NaN,NaN,NaN,4717.584250000028,4693.710399999987,4605.293074999993,4621.3379999999925,4605.293074999993,4594.282789999992,4580.792133333357,4536.277481250014,4472.426454999994,4439.833837500001,4732.750619904401,4736.2219114770705,4729.279328331731,NaN,NaN,NaN,NaN
2023-12-18T10:30:00-05:00,4730.251276383642,4738.97,4730.251276383642,4735.455,NaN,NaN,NaN,NaN,NaN,4719.317500000028,4695.771149999988,4606.203412499993,4622.274749999992,4606.203412499993,4595.018269999991,4581.542733333357,4537.204012500013,4473.553274999995,4440.431679166668,4733.280929904162,4736.582002334203,4729.979857474121,NaN,NaN,NaN,NaN
2023-12-18T11:00:00-05:00,4732.853138191821,4740.85,4731.25,4736.425,NaN,1e+21,NaN,NaN,NaN,4721.418000000029,4697.8218499999875,4607.132624999993,4623.230449999993,4607.132624999993,4595.773079999991,4582.308875000023,4538.131043750013,4474.699649999994,4441.036845833334,4733.7714913342015,4737.170888788865,4730.372093879538,NaN,NaN,NaN,NaN
2023-12-18T11:30:00-05:00,4734.639069095911,4741.97,4734.639069095911,4740.585,NaN,NaN,NaN,NaN,NaN,4724.259750000028,4699.911549999987,4608.117099999993,4624.2506666666595,4608.117099999993,4596.591019999991,4583.086725000024,4539.070831250014,4475.843524999994,4441.701491666668,4734.687821021375,4738.605242987362,4730.770399055389,NaN,NaN,NaN,NaN
2023-12-18T12:00:00-05:00,4737.612034547956,4746.63,4737.612034547956,4743.1775,NaN,NaN,1e+21,NaN,NaN,4727.877250000029,4701.9706499999875,4609.111712499993,4625.283633333326,4609.111712499993,4597.439519999991,4583.888875000023,4540.0202750000135,4477.000044999994,4442.355266666667,4735.687811090912,4740.3734590646345,4731.002163117189,NaN,NaN,NaN,NaN
2023-12-18T12:30:00-05:00,4740.394767273978,4745.95,4740.394767273978,4744.565,NaN,NaN,NaN,NaN,NaN,4731.520000000029,4704.0189999999875,4610.0755749999935,4626.3038999999935,4610.0755749999935,4598.29888999999,4584.680958333356,4540.982493750013,4478.177754999994,4442.991483333334,4736.453841669913,4741.538367188002,4731.369316151825,NaN,NaN,NaN,NaN
2023-12-18T13:00:00-05:00,4742.479883636988,4746.17,4741.8,4744.5,NaN,NaN,NaN,NaN,NaN,4734.783500000029,4706.034799999987,4611.004137499994,4627.319049999994,4611.004137499994,4599.15031999999,4585.465275000023,4541.956031250013,4479.372529999994,4443.618266666667,4737.0641276585475,4742.345160664968,4731.783094652127,NaN,NaN,NaN,NaN
2023-12-18T13:30:00-05:00,4743.489941818494,4746.4,4743.13,4745.105,NaN,NaN,NaN,NaN,NaN,4737.689000000029,4707.993949999987,4611.909212499993,4628.332249999993,4611.909212499993,4600.00119999999,4586.247216666689,4542.936537500013,4480.588664999994,4444.228245833334,4737.63975302537,4743.105665751316,4732.173840299423,NaN,NaN,NaN,NaN
2023-12-18T14:00:00-05:00,4744.297470909247,4749.52,4744.16,4745.9625,NaN,NaN,NaN,NaN,NaN,4740.418750000029,4709.944949999987,4612.825612499993,4629.3415833333265,4612.825612499993,4600.841059999991,4587.03871666669,4543.920831250013,4481.810949999994,4444.823329166667,4738.333390561359,4744.047045962408,4732.61973516031,NaN,NaN,NaN,NaN
2023-12-18T14:30:00-05:00,4745.129985454623,4747.77,4742.72,4745.27,NaN,NaN,NaN,NaN,NaN,4741.761750000029,4711.812049999988,4613.769662499994,4630.546683333327,4613.769662499994,4601.66404999999,4587.837658333357,4544.890850000013,4483.023164999993,4445.421166666667,4738.874438168291,4744.699166332075,4733.049710004507,NaN,NaN,NaN,NaN
2023-12-18T15:00:00-05:00,4745.199992727312,4748.37,4744.11,4746.525000000001,NaN,NaN,NaN,NaN,NaN,4742.757000000029,4713.693649999987,4614.747187499994,4631.805266666661,4614.747187499994,4602.499679999991,4588.6487000000225,4545.854825000013,4484.216669999994,4446.034275,4739.435045994969,4745.361923027974,4733.508168961965,NaN,NaN,NaN,NaN
2023-12-18T15:30:00-05:00,4745.862496363656,4747.78,4740.28,4744.065,NaN,NaN,NaN,1e+21,NaN,4743.6180000000295,4715.576549999987,4615.714087499993,4633.099233333327,4615.714087499993,4603.32645999999,4589.449991666689,4546.807318750013,4485.386394999994,4446.660541666666,4740.18144288366,4745.8572192917745,4734.505666475545,NaN,NaN,NaN,NaN
2023-12-18T16:00:00-05:00,4744.963748181828,4744.963748181828,4740.47,4740.52,NaN,NaN,NaN,NaN,NaN,4744.027500000028,4717.431749999988,4616.672399999994,4634.363133333327,4616.672399999994,4604.13413999999,4590.228616666689,4547.742312500013,4486.545684999995,4447.289566666666,4740.417754028139,4745.587026277531,4735.248481778747,NaN,NaN,NaN,NaN
2023-12-19T09:30:00-05:00,4742.741874090914,4756.14,4742.741874090914,4749.740000000001,NaN,NaN,NaN,NaN,NaN,4744.943000000029,4719.486899999988,4617.6695374999945,4635.64166666666,4617.6695374999945,4604.9816599999895,4591.056891666689,4548.706275000013,4487.756629999994,4447.935620833334,4749.18945834059,4752.137476879031,4746.241439802149,NaN,NaN,NaN,NaN
2023-12-19T10:00:00-05:00,4746.240937045457,4759.86,4746.240937045457,4755.787499999999,NaN,NaN,NaN,NaN,NaN,4746.204000000029,4721.699799999988,4618.695874999994,4636.919049999993,4618.695874999994,4605.847359999989,4591.931191666689,4549.669731250014,4488.9941699999945,4448.5909624999995,4751.647241981127,4755.788041326666,4747.506442635588,NaN,NaN,NaN,NaN
2023-12-19T10:30:00-05:00,4751.014218522729,4760.57,4751.014218522729,4758.780000000001,NaN,NaN,NaN,NaN,NaN,4747.625500000028,4723.9681999999875,4619.728387499994,4638.193016666661,4619.728387499994,4606.729009999989,4592.822175000023,4550.618493750013,4490.216274999993,4449.2407791666665,4753.371109121609,4758.063156784115,4748.679061459104,NaN,NaN,NaN,NaN
2023-12-19T11:00:00-05:00,4754.897109261365,4764.02,4754.897109261365,4761.315,NaN,1e+21,NaN,NaN,NaN,4749.307000000028,4725.948549999988,4620.7606624999935,4639.496099999994,4620.7606624999935,4607.62082999999,4593.704958333356,4551.568081250013,4491.452819999994,4449.8875625,4754.8793101521505,4760.279297167787,4749.479323136514,NaN,NaN,NaN,NaN
2023-12-19T11:30:00-05:00,4758.106054630682,4764.19,4758.106054630682,4760.8324999999995,NaN,NaN,NaN,NaN,NaN,4750.879750000028,4727.402299999988,4621.6629874999935,4640.8182999999935,4621.6629874999935,4608.43760999999,4594.572083333356,4552.5179000000135,4492.692084999994,4450.565087499999,4755.805171388775,4761.352353023195,4750.257989754356,NaN,NaN,NaN,NaN
2023-12-19T12:00:00-05:00,4759.46927731534,4760.03,4756.32,4758.264999999999,NaN,NaN,1e+21,NaN,NaN,4752.110000000028,4728.647449999988,4622.568749999994,4642.132749999993,4622.568749999994,4609.26003999999,4595.433575000023,4553.473606250013,4493.910119999993,4451.240774999999,4756.038396793415,4761.334883744524,4750.741909842306,NaN,NaN,NaN,NaN
2023-12-19T12:30:00-05:00,4758.86713865767,4761.94,4757.95,4759.724999999999,NaN,NaN,NaN,NaN,NaN,4753.555500000029,4729.889449999988,4623.516774999994,4643.450049999993,4623.516774999994,4610.08248999999,4596.307883333356,4554.436393750013,4495.135934999993,4451.935504166666,4756.391482333455,4761.56204017103,4751.22092449588,NaN,NaN,NaN,NaN
2023-12-19T13:00:00-05:00,4759.296069328835,4761.3,4756.35,4759.4625,NaN,NaN,NaN,NaN,NaN,4754.849250000028,4730.935999999988,4624.494249999994,4644.762883333327,4624.494249999994,4610.905419999991,4597.185708333356,4555.386525000013,4496.374549999993,4452.633370833332,4756.5792764611415,4761.575413441332,4751.583139480951,NaN,NaN,NaN,NaN
2023-12-19T13:30:00-05:00,4759.379284664417,4763.09,4757.79,4760.490000000001,NaN,NaN,NaN,NaN,NaN,4756.491750000028,4731.549649999988,4625.502024999993,4646.055733333326,4625.502024999993,4611.71461999999,4598.056116666689,4556.331575000013,4497.628259999993,4453.333370833332,4756.906609169124,4761.837291227306,4751.9759271109415,NaN,NaN,NaN,NaN
2023-12-19T14:00:00-05:00,4759.9346423322095,4763.16,4759.9346423322095,4762.0725,NaN,NaN,NaN,NaN,NaN,4758.647000000028,4732.249549999988,4626.491712499994,4647.337433333326,4626.491712499994,4612.51930999999,4598.923550000022,4557.278875000013,4498.905394999993,4454.041333333333,4757.282951572857,4762.207769530842,4752.358133614873,NaN,NaN,NaN,NaN
2023-12-19T14:30:00-05:00,4761.003571166105,4763.76,4760.03,4762.0475,NaN,NaN,NaN,NaN,NaN,4759.877750000028,4733.0017499999885,4627.465337499993,4648.709066666659,4627.465337499993,4613.337779999989,4599.779633333356,4558.2297562500125,4500.195574999993,4454.7602375,4757.618323354244,4762.521153298257,4752.715493410232,NaN,NaN,NaN,NaN
2023-12-19T15:00:00-05:00,4761.525535583052,4762.76,4758.22,4761.05,NaN,NaN,NaN,NaN,NaN,4760.404000000029,4733.765149999988,4628.435437499994,4650.026533333326,4628.435437499994,4614.146139999989,4600.621866666689,4559.181075000012,4501.491844999993,4455.468679166665,4757.889731409616,4762.679901279837,4753.099561539394,NaN,NaN,NaN,NaN
2023-12-19T15:30:00-05:00,4761.287767791526,4768.69,4760.42,4764.8925,NaN,NaN,NaN,1e+21,NaN,4761.015250000028,4734.602899999987,4629.430862499994,4651.31731666666,4629.430862499994,4614.965659999989,4601.477875000022,4560.142781250012,4502.800334999993,4456.181170833332,4758.912294425596,4763.8339576569015,4753.9906311942905,NaN,NaN,NaN,NaN
2023-12-19T16:00:00-05:00,4763.090133895763,4768.55,4763.090133895763,4768.455,NaN,NaN,NaN,NaN,NaN,4761.729250000028,4735.370349999988,4630.446824999994,4652.64036666666,4630.446824999994,4615.799269999989,4602.349216666689,4561.117343750012,4504.115314999993,4456.900537499999,4760.66040815119,4766.148724758296,4755.172091544083,NaN,NaN,NaN,NaN
2023-12-20T09:30:00-05:00,4765.772566947881,4765.772566947881,4756.84,4763.03,NaN,NaN,NaN,NaN,NaN,4761.949000000028,4736.078349999987,4631.457149999993,4653.968349999994,4631.457149999993,4616.629659999989,4603.201891666688,4562.056968750012,4505.413369999994,4457.623558333333,4762.88549822367,4764.288268121645,4761.482728325695,NaN,NaN,NaN,NaN
2023-12-20T10:00:00-05:00,4764.401283473941,4771.57,4764.401283473941,4768.12,NaN,NaN,NaN,NaN,NaN,4762.934500000028,4737.136749999988,4632.524824999993,4655.326483333327,4632.524824999993,4617.477359999988,4604.079950000022,4563.018425000013,4506.7140399999935,4458.369858333333,4765.361817168457,4768.7371711766455,4761.986463160268,NaN,NaN,NaN,NaN
2023-12-20T10:30:00-05:00,4766.26064173697,4774.74,4766.26064173697,4772.2075,NaN,NaN,NaN,NaN,NaN,4764.182750000027,4738.489699999988,4633.638299999993,4656.72031666666,4633.638299999993,4618.335439999988,4604.967825000022,4564.002968750012,4507.950849999994,4459.133954166666,4767.189346534994,4771.5153543284005,4762.8633387415875,NaN,NaN,NaN,NaN
2023-12-20T11:00:00-05:00,4769.234070868485,4773.55,4769.234070868485,4772.157499999999,NaN,1e+21,NaN,NaN,NaN,4765.452250000028,4739.7721999999885,4634.745862499994,4658.099516666661,4634.745862499994,4619.197949999988,4605.8452750000215,4564.991712500012,4509.196069999994,4459.896966666667,4768.00805483704,4772.335611888442,4763.680497785637,NaN,NaN,NaN,NaN
2023-12-20T11:30:00-05:00,4770.695785434242,4772.67,4769.98,4771.505,NaN,NaN,NaN,NaN,NaN,4766.553750000027,4740.918649999988,4635.832024999993,4659.474133333328,4635.832024999993,4620.056679999989,4606.719216666689,4565.985337500013,4510.459674999995,4460.6488625,4768.409518862244,4772.577514635461,4764.241523089027,NaN,NaN,NaN,NaN
2023-12-20T12:00:00-05:00,4771.1003927171205,4774.57,4770.97,4772.535000000001,NaN,NaN,1e+21,NaN,NaN,4767.600000000028,4742.046399999988,4636.930187499994,4660.851233333327,4636.930187499994,4620.918249999989,4607.587141666689,4566.999387500013,4511.7211999999945,4461.414633333333,4768.915684629598,4773.10241768467,4764.728951574526,NaN,NaN,NaN,NaN
2023-12-20T12:30:00-05:00,4771.817696358561,4778.01,4770.02,4774.7375,NaN,NaN,NaN,NaN,NaN,4768.869000000028,4743.2046999999875,4638.048887499994,4662.233099999994,4638.048887499994,4621.792199999988,4608.452508333355,4568.019831250012,4512.979399999994,4462.200924999999,4769.392310979794,4773.665950318802,4765.1186716407865,NaN,NaN,NaN,NaN
2023-12-20T13:00:00-05:00,4773.27759817928,4777.35,4773.27759817928,4775.9175,NaN,NaN,NaN,NaN,NaN,4770.355750000027,4744.331999999988,4639.178424999994,4663.613583333327,4639.178424999994,4622.668229999988,4609.316233333355,4569.031000000013,4514.235219999994,4462.988895833333,4769.874998990652,4774.307513120038,4765.442484861266,NaN,NaN,NaN,NaN
2023-12-20T13:30:00-05:00,4774.59754908964,4776.54,4769.64,4772.7575,NaN,NaN,NaN,NaN,NaN,4771.142250000027,4745.565349999987,4640.3200999999935,4664.984133333328,4640.3200999999935,4623.5349799999885,4610.174275000021,4570.023975000013,4515.493649999994,4463.758395833333,4770.143844116087,4774.522241578505,4765.76544665367,NaN,NaN,NaN,NaN
2023-12-20T14:00:00-05:00,4773.67752454482,4773.67752454482,4764.76,4767.4974999999995,NaN,NaN,NaN,NaN,NaN,4771.046500000028,4746.572399999987,4641.450437499993,4666.317283333328,4641.450437499993,4624.382669999988,4611.010508333355,4570.996737500013,4516.725434999994,4464.508770833334,4769.952885844418,4774.215483108895,4765.690288579942,NaN,NaN,NaN,NaN
2023-12-20T14:30:00-05:00,4770.58751227241,4770.58751227241,4723.3,4744.4375,NaN,NaN,NaN,NaN,NaN,4769.187250000027,4747.024199999988,4642.462474999993,4667.378233333327,4642.462474999993,4625.133319999988,4611.778133333354,4571.912012500014,4517.887644999994,4465.228099999999,4767.069325706771,4776.411347328581,4757.727304084962,NaN,NaN,NaN,NaN
2023-12-20T15:00:00-05:00,4757.512506136205,4757.512506136205,4710.41,4719.425,NaN,NaN,NaN,NaN,NaN,4764.317750000027,4746.970749999989,4643.349724999994,4668.316133333327,4643.349724999994,4625.774319999989,4612.462641666688,4572.766000000013,4518.996789999994,4465.885316666667,4760.933014161476,4778.8458812084045,4743.020147114548,NaN,NaN,NaN,NaN
